sourcedata,id,endPosition,startPosition,type,word
哺乳期血压高能吃尼莫地平片和硝苯地平片?,48,18,14,商品名,硝苯地平片
哺乳期血压高能吃尼莫地平片和硝苯地平片?,48,2,0,禁忌人群,哺乳期
请问用法用量?尼莫地平片?,49,11,7,商品名,尼莫地平片
哺乳期血压高能吃尼莫地平片和硝苯地平片吗,50,5,3,疾病,血压高
哺乳期血压高能吃尼莫地平片和硝苯地平片吗,50,12,8,商品名,尼莫地平片
哺乳期血压高能吃尼莫地平片和硝苯地平片吗,50,18,14,商品名,硝苯地平片
哺乳期血压高能吃尼莫地平片和硝苯地平片吗,50,2,0,禁忌人群,哺乳期
尼莫地平片和复方丹参片能一块吃?,51,4,0,商品名,尼莫地平片
尼莫地平片和复方丹参片能一块吃?,51,10,6,商品名,复方丹参片
尼莫地平片和天麻素片会伤胃?,52,4,0,商品名,尼莫地平片
尼莫地平片和天麻素片会伤胃?,52,9,6,商品名,天麻素片
桂利嗪片与尼莫地平片可以合用?,53,3,0,商品名,桂利嗪片
桂利嗪片与尼莫地平片可以合用?,53,9,5,商品名,尼莫地平片
尼莫地平片的不良反应应怎样医?,54,4,0,商品名,尼莫地平片
关于如何降低尼莫地平片的副作用?,55,10,6,商品名,尼莫地平片
尼膜同尼莫地平片有何副作用?,56,2,0,商品名,尼膜同
尼膜同尼莫地平片有何副作用?,56,7,3,商品名,尼莫地平片
尼莫地平片可以和蛇胆川贝一块用?,57,4,0,商品名,尼莫地平片
服用尼莫地平片需要注意什么呢?,58,6,2,商品名,尼莫地平片
尼膜同尼莫地平片有哪些注意事项?,59,2,0,商品名,尼膜同
尼膜同尼莫地平片有哪些注意事项?,59,7,3,商品名,尼莫地平片
尼莫地平片能使尿酸升高?,60,4,0,商品名,尼莫地平片
尼莫地平片能使尿酸升高?,60,10,7,疾病,尿酸升高
尼莫地平片是不是可以长期服用?,61,4,0,商品名,尼莫地平片
尼莫地平片和科苏能同时服用?,62,4,0,商品名,尼莫地平片
尼莫地平片和科苏能同时服用?,62,7,6,商品名,科苏
求麦白霉素颗粒剂药品说明书,63,6,1,商品名,麦白霉素颗粒
双氯芬酸钾胶囊与双氯芬酸钾片作用一样?,64,6,0,商品名,双氯芬酸钾胶囊
双氯芬酸钾胶囊与双氯芬酸钾片作用一样?,64,13,8,商品名,双氯芬酸钾片
我想问下别的牌子的双氯芬酸钾片可以吃吗效果一样吗?,65,14,9,商品名,双氯芬酸钾片
两岁宝宝误食双氯芬酸钾片怎么办?,66,11,6,商品名,双氯芬酸钾片
两岁宝宝误食双氯芬酸钾片怎么办?,66,3,0,禁忌人群,两岁宝宝
6岁小孩吃了双氯芬酸钾片有副作用吗?,67,11,6,商品名,双氯芬酸钾片
6岁小孩吃了双氯芬酸钾片有副作用吗?,67,3,0,禁忌人群,6岁小孩
双氯芬酸钾片和痢特灵能一起吃?,68,5,0,商品名,双氯芬酸钾片
双氯芬酸钾片和痢特灵能一起吃?,68,9,7,商品名,痢特灵
吃完双氯芬酸钾片发生不良反应怎么?,69,7,2,商品名,双氯芬酸钾片
双氯芬酸钾片是什么药,70,5,0,商品名,双氯芬酸钾片
中午吃的双氯芬酸钾片晚上可以喝酒吗牙疼中午吃了双氯芬酸钾片晚上有事可以喝酒?,71,9,4,商品名,双氯芬酸钾片
中午吃的双氯芬酸钾片晚上可以喝酒吗牙疼中午吃了双氯芬酸钾片晚上有事可以喝酒?,71,18,17,疾病,牙疼
中午吃的双氯芬酸钾片晚上可以喝酒吗牙疼中午吃了双氯芬酸钾片晚上有事可以喝酒?,71,28,23,商品名,双氯芬酸钾片
求烟酸占替诺注射液药品说明书,72,8,1,商品名,烟酸占替诺注射液
求三磷酸腺苷二钠氯化钠注射液药品说明书,73,13,1,商品名,三磷酸腺苷二钠氯化钠注射液
地氯雷他定干混悬剂为什么要睡前吃?,74,8,0,商品名,地氯雷他定干混悬剂
妈咪爱可以和地氯雷他定干混悬剂同时服用吗?,75,14,6,商品名,地氯雷他定干混悬剂
妈咪爱可以和地氯雷他定干混悬剂同时服用吗?,75,2,0,商品名,妈咪爱
6个月大的宝宝吃地氯雷他定干混悬剂有什么不好的吗?,76,16,8,商品名,地氯雷他定干混悬剂
6个月大的宝宝吃地氯雷他定干混悬剂有什么不好的吗?,76,6,0,禁忌人群,6个月大的宝宝
宝宝喝地氯雷他定干混悬剂还喝牛奶会过敏?,77,11,3,商品名,地氯雷他定干混悬剂
宝宝喝地氯雷他定干混悬剂还喝牛奶会过敏?,77,18,17,疾病,过敏
宝宝喝地氯雷他定干混悬剂还喝牛奶会过敏?,77,1,0,禁忌人群,宝宝
老公服了地氯雷他定干混悬剂对怀孕有影响吗?,78,12,4,商品名,地氯雷他定干混悬剂
老公服了地氯雷他定干混悬剂对怀孕有影响吗?,78,15,14,禁忌人群,怀孕
地氯雷他定干混悬剂小儿6岁一般吃几?,79,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂小儿6岁一般吃几?,79,12,9,禁忌人群,小儿6岁
芙必叮地氯雷他定干混悬剂属于抗生素吗?,80,2,0,商品名,芙必叮
芙必叮地氯雷他定干混悬剂属于抗生素吗?,80,11,3,商品名,地氯雷他定干混悬剂
芙必叮地氯雷他定干混悬剂属于抗生素吗?,80,16,14,药物类别,抗生素
地氯雷他定干混悬剂是甲类药?,81,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂是甲类药?,81,12,10,药物类别,甲类药
地氯雷他定干混悬剂扑尔敏板蓝根可以一起吃吗,82,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂吃多少?,83,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂郑州哪有卖的,85,8,0,商品名,地氯雷他定干混悬剂
产妇20天患荨麻疹医生开得药有地氯雷他定干混悬剂产妇吃了地氯雷他定干混悬剂可以母乳喂养宝宝吗?,86,8,6,疾病,荨麻疹
产妇20天患荨麻疹医生开得药有地氯雷他定干混悬剂产妇吃了地氯雷他定干混悬剂可以母乳喂养宝宝吗?,86,1,0,禁忌人群,产妇
产妇20天患荨麻疹医生开得药有地氯雷他定干混悬剂产妇吃了地氯雷他定干混悬剂可以母乳喂养宝宝吗?,86,23,15,商品名,地氯雷他定干混悬剂
产妇20天患荨麻疹医生开得药有地氯雷他定干混悬剂产妇吃了地氯雷他定干混悬剂可以母乳喂养宝宝吗?,86,25,24,禁忌人群,产妇
产妇20天患荨麻疹医生开得药有地氯雷他定干混悬剂产妇吃了地氯雷他定干混悬剂可以母乳喂养宝宝吗?,86,36,28,商品名,地氯雷他定干混悬剂
产妇20天患荨麻疹医生开得药有地氯雷他定干混悬剂产妇吃了地氯雷他定干混悬剂可以母乳喂养宝宝吗?,86,44,43,禁忌人群,宝宝
地氯雷他定干混悬剂可以跟西药一起吃吗治疗麻疹的,87,21,20,疾病,麻疹
地氯雷他定干混悬剂可以跟西药一起吃吗治疗麻疹的,87,8,0,商品名,地氯雷他定干混悬剂
2周岁的孩子可以吃地氯雷他定干混悬剂吗?,88,5,0,禁忌人群,2周岁的孩子
2周岁的孩子可以吃地氯雷他定干混悬剂吗?,88,17,9,商品名,地氯雷他定干混悬剂
2岁小孩吃了地氯雷他定干混悬剂做过敏原测试有影响?,89,3,1,禁忌人群,岁小孩
2岁小孩吃了地氯雷他定干混悬剂做过敏原测试有影响?,89,14,6,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂已经吃了好几个月?,90,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂吃多了会怎么样?,91,8,0,商品名,地氯雷他定干混悬剂
1岁零11个月地氯雷他定干混悬剂的用量是多?,92,6,0,禁忌人群,1岁零11个月
1岁零11个月地氯雷他定干混悬剂的用量是多?,92,15,7,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂可以和小儿止咳糖浆一起吃?,93,17,12,商品名,小儿止咳糖浆
地氯雷他定干混悬剂可以和小儿止咳糖浆一起吃?,93,8,0,商品名,地氯雷他定干混悬剂
哺乳期妇女和两个多月的宝宝都可以吃地氯雷他定干混悬剂?,94,4,0,禁忌人群,哺乳期妇女
哺乳期妇女和两个多月的宝宝都可以吃地氯雷他定干混悬剂?,94,12,6,禁忌人群,两个多月的宝宝
哺乳期妇女和两个多月的宝宝都可以吃地氯雷他定干混悬剂?,94,25,17,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂可以和消炎药抗病毒药一起吃?,95,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂可以和消炎药抗病毒药一起吃?,95,14,12,药物类别,消炎药
地氯雷他定干混悬剂可以和消炎药抗病毒药一起吃?,95,18,15,药物类别,抗病毒药
三个月的宝宝湿疹吃了地氯雷他定干混悬剂的药能打疫苗?,96,7,6,疾病,湿疹
三个月的宝宝湿疹吃了地氯雷他定干混悬剂的药能打疫苗?,96,5,0,禁忌人群,三个月的宝宝
三个月的宝宝湿疹吃了地氯雷他定干混悬剂的药能打疫苗?,96,18,10,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂宝宝一天喝了多半带有事?,97,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂宝宝一天喝了多半带有事?,97,10,9,禁忌人群,宝宝
地氯雷他定干混悬剂能和复方锌布颗粒一起用?,98,8,0,商品名,地氯雷他定干混悬剂
地氯雷他定干混悬剂能和复方锌布颗粒一起用?,98,16,11,商品名,复方锌布颗粒
芙必叮地氯雷他定干混悬剂是早上不吃饭吃?,99,2,0,商品名,芙必叮
芙必叮地氯雷他定干混悬剂是早上不吃饭吃?,99,11,3,商品名,地氯雷他定干混悬剂
3周岁宝宝过敏吃地氯雷他定干混悬剂影响验过敏原?,100,6,5,疾病,过敏
3周岁宝宝过敏吃地氯雷他定干混悬剂影响验过敏原?,100,4,0,禁忌人群,3周岁宝宝
3周岁宝宝过敏吃地氯雷他定干混悬剂影响验过敏原?,100,16,8,商品名,地氯雷他定干混悬剂
请问有影响吗?宝宝吃多了地氯雷他定干混悬剂?,101,8,7,禁忌人群,宝宝
请问有影响吗?宝宝吃多了地氯雷他定干混悬剂?,101,20,12,商品名,地氯雷他定干混悬剂
求萘哌地尔分散片说明书?,102,7,1,商品名,萘哌地尔分散片
辛伐他汀片以萘哌地尔分散片同时服用会影响药效吗?,103,4,0,商品名,辛伐他汀片
辛伐他汀片以萘哌地尔分散片同时服用会影响药效吗?,103,12,6,商品名,萘哌地尔分散片
右佐匹克隆片和萘哌地尔分散片可以一起吃?,104,5,0,商品名,右佐匹克隆片
右佐匹克隆片和萘哌地尔分散片可以一起吃?,104,13,7,商品名,萘哌地尔分散片
前列舒通胶囊萘哌地尔分散片十一酸睾酮胶丸怎么吃是一起吃?,105,12,6,商品名,萘哌地尔分散片
前列舒通胶囊萘哌地尔分散片十一酸睾酮胶丸怎么吃是一起吃?,105,5,0,商品名,前列舒通胶囊
前列舒通胶囊萘哌地尔分散片十一酸睾酮胶丸怎么吃是一起吃?,105,19,13,商品名,十一酸睾酮胶丸
尼可刹米注射液是怎样的?,106,6,0,商品名,尼可刹米注射液
尼可刹米注射液注意事项有哪些?,107,6,0,商品名,尼可刹米注射液
尼可刹米注射液是怎么用的啊?,108,6,0,商品名,尼可刹米注射液
尼可刹米注射液制剂量是多少?,109,6,0,商品名,尼可刹米注射液
尼可刹米注射液是肽类激素吗,110,6,0,商品名,尼可刹米注射液
尼可刹米注射液是肽类激素吗,110,11,8,药物类别,肽类激素
求尼可刹米注射液药品说明书,111,7,1,商品名,尼可刹米注射液
新生儿黄疸可以服用尼可刹米注射液吗?,112,4,0,疾病,新生儿黄疸
新生儿黄疸可以服用尼可刹米注射液吗?,112,15,9,商品名,尼可刹米注射液
尼可刹米注射液性状是什么?,113,6,0,商品名,尼可刹米注射液
尼可刹米注射液用法与用量是多少?,114,6,0,商品名,尼可刹米注射液
使用尼可刹米注射液要注意什么?,115,8,2,商品名,尼可刹米注射液
请问吃妈咪爱和尼可刹米注射液可以不?,116,13,7,商品名,尼可刹米注射液
请问吃妈咪爱和尼可刹米注射液可以不?,116,5,3,商品名,妈咪爱
托拉塞米注射液的副作用是什么?,117,6,0,商品名,托拉塞米注射液
托拉塞米注射液该如何用?,118,6,0,商品名,托拉塞米注射液
托拉塞米注射液用药要注意什么?,119,6,0,商品名,托拉塞米注射液
托拉塞米注射液可以和左氧氟沙星注射液一起用?,120,17,10,商品名,左氧氟沙星注射液
托拉塞米注射液可以和左氧氟沙星注射液一起用?,120,6,0,商品名,托拉塞米注射液
水肿排尿少能注射托拉塞米注射液?,121,1,0,疾病,水肿
水肿排尿少能注射托拉塞米注射液?,121,4,2,疾病,排尿少
水肿排尿少能注射托拉塞米注射液?,121,14,8,商品名,托拉塞米注射液
请问托拉塞米注射液可以用于肌肉注射?,122,8,2,商品名,托拉塞米注射液
复方磷酸可待因糖浆怎样会上瘾?,123,8,0,商品名,复方磷酸可待因糖浆
复方磷酸可待因糖浆上海哪里有卖?,124,8,0,商品名,复方磷酸可待因糖浆
复方磷酸可待因糖浆和克咳敏一起服用有副作用吗?,125,8,0,商品名,复方磷酸可待因糖浆
复方磷酸可待因糖浆和克咳敏一起服用有副作用吗?,125,12,10,商品名,克咳敏
复方磷酸可待因糖浆10个钟后可以换药?,126,8,0,商品名,复方磷酸可待因糖浆
有影响吗?我喝复方磷酸可待因糖浆成瘾?,127,15,7,商品名,复方磷酸可待因糖浆
哪里有卖复方磷酸可待因糖浆(可非)?,128,12,4,商品名,复方磷酸可待因糖浆
哪里有卖复方磷酸可待因糖浆(可非)?,128,15,14,商品名,可非
怎样服用?丙戊酸钠糖浆有哪些特点?,129,10,5,商品名,丙戊酸钠糖浆
"你好,请问一下小儿抗癫痫的丙戊酸钠口服容液能用丙戊酸钠糖浆代替吗",130,11,10,疾病,癫痫
"你好,请问一下小儿抗癫痫的丙戊酸钠口服容液能用丙戊酸钠糖浆代替吗",130,28,23,商品名,丙戊酸钠糖浆
"你好,请问一下小儿抗癫痫的丙戊酸钠口服容液能用丙戊酸钠糖浆代替吗",130,8,7,禁忌人群,小儿
"你好,请问一下小儿抗癫痫的丙戊酸钠口服容液能用丙戊酸钠糖浆代替吗",130,20,13,商品名,丙戊酸钠口服容液
丙戊酸钠糖浆的不良反应是什么,131,5,0,商品名,丙戊酸钠糖浆
盐酸四环素片的不良反应有哪些呢?,132,5,0,商品名,盐酸四环素片
盐酸四环素片的注意事项有哪些呢?,133,5,0,商品名,盐酸四环素片
盐酸四环素片的用法用量有哪些呢?,134,5,0,商品名,盐酸四环素片
儿童如何使用盐酸四环素片呢?,135,11,6,商品名,盐酸四环素片
儿童如何使用盐酸四环素片呢?,135,1,0,禁忌人群,儿童
盐酸四环素片价格,136,5,0,商品名,盐酸四环素片
老年患者如何使用盐酸四环素片呢?,137,13,8,商品名,盐酸四环素片
老年患者如何使用盐酸四环素片呢?,137,3,0,禁忌人群,老年患者
盐酸四环素片的药毒药理是什么?,138,5,0,商品名,盐酸四环素片
盐酸四环素片跟哪些药物一起服下会出现相互作用?,139,5,0,商品名,盐酸四环素片
石杉碱甲片太原哪里有?,140,4,0,商品名,石杉碱甲片
石杉碱甲片一天2次服用可以合并一次?,141,4,0,商品名,石杉碱甲片
石杉碱甲片可以经常吃吗长期服用有什么坏处,142,4,0,商品名,石杉碱甲片
石杉碱甲片可以跟奥氮平一起服用?,143,4,0,商品名,石杉碱甲片
西安市哪一个药店卖震元石杉碱甲片,144,15,9,商品名,震元石杉碱甲片
石杉碱甲片能长期服用吗_抽动症,145,4,0,商品名,石杉碱甲片
石杉碱甲片能长期服用吗_抽动症,145,14,12,疾病,抽动症
儿童能吃石杉碱甲片吗?,146,8,4,商品名,石杉碱甲片
儿童能吃石杉碱甲片吗?,146,1,0,禁忌人群,儿童
"石杉碱甲片每天吃多少合适,我看说明书上说早上和晚上吃,可我是早上吃3片,中午吃3片,可以么?",147,4,0,商品名,石杉碱甲片
石杉碱甲片(双益平)能否和复方吡拉西坦脑蛋白水解物片合用?,148,4,0,商品名,石杉碱甲片
石杉碱甲片(双益平)能否和复方吡拉西坦脑蛋白水解物片合用?,148,8,6,商品名,双益平
有朋友告诉我大活络丸与石杉碱甲片一起吃可治颈椎病不知行否?,149,9,6,商品名,大活络丸
有朋友告诉我大活络丸与石杉碱甲片一起吃可治颈椎病不知行否?,149,15,11,商品名,石杉碱甲片
有朋友告诉我大活络丸与石杉碱甲片一起吃可治颈椎病不知行否?,149,23,21,疾病,颈椎病
盐酸硫利达嗪片有什么不良反应?,150,6,0,商品名,盐酸硫利达嗪片
盐酸硫利达嗪片应该注意什么,151,6,0,商品名,盐酸硫利达嗪片
盐酸硫利达嗪片是什么药?,152,6,0,商品名,盐酸硫利达嗪片
盐酸硫利达嗪片是什么药啊?,153,6,0,商品名,盐酸硫利达嗪片
盐酸硫利达嗪片怎么鉴别?,154,6,0,商品名,盐酸硫利达嗪片
盐酸硫利达嗪片出现不良反应能否立即断药,155,6,0,商品名,盐酸硫利达嗪片
盐酸硫利达嗪片怎么进行服用呢?,156,6,0,商品名,盐酸硫利达嗪片
如何鉴别出盐酸硫利达嗪片?,157,11,5,商品名,盐酸硫利达嗪片
"焦虑,心情紧张服用盐酸硫利达嗪片后好转,是否还要进行服用",158,1,0,疾病,焦虑
"焦虑,心情紧张服用盐酸硫利达嗪片后好转,是否还要进行服用",158,6,3,疾病,心情紧张
"焦虑,心情紧张服用盐酸硫利达嗪片后好转,是否还要进行服用",158,15,9,商品名,盐酸硫利达嗪片
服用曲匹布通片可以喝酒吗,159,6,2,商品名,曲匹布通片
曲匹布通片副作用?,160,4,0,商品名,曲匹布通片
浙江瑞新药业曲匹布通片在永康什么时候上?,161,10,6,商品名,曲匹布通片
浙江瑞新药业曲匹布通片在永康什么时候上?,161,13,12,商品名,永康
去铁酮片有什么不良反应?,162,3,0,商品名,去铁酮片
去铁酮片深圳哪有卖?,163,3,0,商品名,去铁酮片
去铁酮片可以同橙汁一起吃?,164,3,0,商品名,去铁酮片
去铁酮片河北石家庄有卖的?,165,3,0,商品名,去铁酮片
去铁酮片河北石家庄有卖的吗,166,3,0,商品名,去铁酮片
复方醋酸环丙孕酮片是什?,167,8,0,商品名,复方醋酸环丙孕酮片
月经第一天吃复方醋酸环丙孕酮片会不会停止月经?,168,14,6,商品名,复方醋酸环丙孕酮片
月经第一天吃复方醋酸环丙孕酮片会不会停止月经?,168,21,18,疾病,停止月经
复方醋酸环丙孕酮片小孩子吃了一片会怎么样呢?,169,8,0,商品名,复方醋酸环丙孕酮片
复方醋酸环丙孕酮片小孩子吃了一片会怎么样呢?,169,11,9,禁忌人群,小孩子
醋酸环丙孕酮片药效学特性是是什么?,170,6,0,商品名,醋酸环丙孕酮片
复方醋酸环丙孕酮片乙肝能吃?,171,8,0,商品名,复方醋酸环丙孕酮片
复方醋酸环丙孕酮片乙肝能吃?,171,10,9,疾病,乙肝
复方醋酸环丙孕酮片乙肝能吃吗?,172,8,0,商品名,复方醋酸环丙孕酮片
复方醋酸环丙孕酮片乙肝能吃吗?,172,10,9,疾病,乙肝
男士服用复方醋酸环丙孕酮片一年会怎么?,173,12,4,商品名,复方醋酸环丙孕酮片
男性接受醋酸环丙孕酮片治疗时的症状有哪些?,174,10,4,商品名,醋酸环丙孕酮片
吃复方醋酸环丙孕酮片期间同房了能怀孕吗,175,9,1,商品名,复方醋酸环丙孕酮片
吃复方醋酸环丙孕酮片期间同房了能怀孕吗,175,17,16,禁忌人群,怀孕
吃复方醋酸环丙孕酮片6天最近一直?,176,9,1,商品名,复方醋酸环丙孕酮片
吃了三个月的复方醋酸环丙孕酮片停药后一个?,177,14,6,商品名,复方醋酸环丙孕酮片
吃了三个月的复方醋酸环丙孕酮片停药后一个月能怀孕?,178,14,6,商品名,复方醋酸环丙孕酮片
吃了三个月的复方醋酸环丙孕酮片停药后一个月能怀孕?,178,23,22,禁忌人群,怀孕
吃复方醋酸环丙孕酮片对谷丙转氨酶会使这个增高?,179,9,1,商品名,复方醋酸环丙孕酮片
正常吗?吃复方醋酸环丙孕酮片20天?,180,13,5,商品名,复方醋酸环丙孕酮片
你好我想问一下我在吃完复方醋酸环丙孕酮片停药七天了还是没有来月经怎么回事阿有可能怀孕吗?,181,19,11,商品名,复方醋酸环丙孕酮片
你好我想问一下我在吃完复方醋酸环丙孕酮片停药七天了还是没有来月经怎么回事阿有可能怀孕吗?,181,41,40,禁忌人群,怀孕
吃复方醋酸环丙孕酮片治疗能行吗?,182,9,1,商品名,复方醋酸环丙孕酮片
请问我月经没来同房吃复方醋酸环丙孕酮片可以避孕吗?,183,18,10,商品名,复方醋酸环丙孕酮片
这个月还可以吃复方醋酸环丙孕酮片吗子宫内膜异位?,184,22,17,疾病,子宫内膜异位
这个月还可以吃复方醋酸环丙孕酮片吗子宫内膜异位?,184,15,7,商品名,复方醋酸环丙孕酮片
黄体生成素高医生给开了一盒复方醋酸环丙孕酮片这个效果怎么?,185,5,0,疾病,黄体生成素高
黄体生成素高医生给开了一盒复方醋酸环丙孕酮片这个效果怎么?,185,21,13,商品名,复方醋酸环丙孕酮片
吃复方醋酸环丙孕酮片对以后要小孩有没有影响啊?,186,9,1,商品名,复方醋酸环丙孕酮片
上环3至4个月出血医生开的复方醋酸环丙孕酮片吃了会有效果?,187,8,7,疾病,出血
上环3至4个月出血医生开的复方醋酸环丙孕酮片吃了会有效果?,187,21,13,商品名,复方醋酸环丙孕酮片
上环3至4个月出血医生开的复方醋酸环丙孕酮片吃了会有效果?,187,6,0,禁忌人群,上环3至4个月
多囊卵巢患者可以长期服用复方醋酸环丙孕酮片吗,188,3,0,疾病,多囊卵巢
多囊卵巢患者可以长期服用复方醋酸环丙孕酮片吗,188,20,12,商品名,复方醋酸环丙孕酮片
服用复方醋酸环丙孕酮片一盒后可以直接停药?,189,10,2,商品名,复方醋酸环丙孕酮片
怀孕一个月吃了四片复方醋酸环丙孕酮片影响大吗怀孕一个月时因为要去旅游在不知道的情况下吃了四片复方对胎儿影响大吗?,190,1,0,禁忌人群,怀孕
